modelname,disc,bleu,R1,R2,RL,Bscore
Model_42_0.0001,epoch_1,0.6297851297055523,12.868809161595674,0.0,9.780573867478026,86.83787062764168
Model_42_0.0001,epoch_1,0.5466638460219666,10.244301218673407,0.8928571428571428,9.54291407765452,86.05826646089554
Model_42_0.0001,epoch_1,1.0539152959035765,8.853487447237447,0.8333333333333334,7.539934024309025,86.75774931907654
Model_42_0.0001,epoch_1,2.602356154791158,15.14849698348174,4.258241758241758,12.390631049167636,86.74462586641312
Model_42_0.0001,epoch_2,0.6895444816561682,19.070561376395688,0.0,14.309867436085144,86.18037849664688
Model_42_0.0001,epoch_2,1.080288545939036,13.138756602347684,0.8333333333333334,12.402447874311015,87.24504336714745
Model_42_0.0001,epoch_2,3.3966768987135993,19.737117720988692,4.25,16.838120063926517,86.89878508448601
Model_42_0.0001,epoch_2,1.380838324041711,21.121238818107884,3.717948717948718,16.244937857841084,86.46607175469398
Model_42_0.0001,epoch_2,1.4189823384129907,18.777243589743588,3.059760888708257,14.5457995951417,87.05929890275002
Model_42_0.0001,epoch_2,5.876804192150634,21.302638762820216,5.999999999999999,16.037746900650124,85.88292896747589
Model_42_0.0001,epoch_2,2.65852101978038,13.017894629736737,4.31578947368421,12.341397028897031,86.97450757026672
Model_42_0.0001,epoch_2,0.6095150190659534,14.673214352790925,0.8928571428571428,12.14639208173691,86.42079532146454
Model_42_0.0001,epoch_3,0.5895071444442429,8.511545643898586,0.0,7.275281907634848,84.69263687729836
Model_42_0.0001,epoch_3,1.870165859715767,21.869229933746066,3.3326572008113593,18.218475073313787,86.98659166693687
Model_42_0.0001,epoch_3,1.3671285722577011,22.486890844276243,2.9615384615384612,18.69691058994964,86.15688234567642
Model_42_0.0001,epoch_3,1.0724946104327218,14.766392523745465,0.7142857142857142,14.0543258190317,87.546806037426
Model_42_0.0001,epoch_3,0.5228077018614861,8.21923597025017,0.78125,7.48394185260311,85.60393154621124
Model_42_0.0001,epoch_3,1.5556887009999811,20.95877821684273,3.7466843501326257,14.575914676721128,86.38480231165886
Model_42_0.0001,epoch_3,1.1792678127688425,15.03321025379849,1.5165441176470589,11.034834123924412,85.60249581933022
Model_42_0.0001,epoch_3,0.9658391519560201,14.362933040258621,1.9615384615384615,13.82092659708939,85.72886511683464
Model_42_0.0001,epoch_4,1.2768211048154325,14.250905040378726,1.7352941176470589,13.747041214146478,86.8437759578228
Model_42_0.0001,epoch_4,1.2782315028427482,15.783640783640784,2.9615384615384612,14.413520663520663,85.75145825743675
Model_42_0.0001,epoch_4,0.6703405228786669,17.358891675475157,0.0,12.686608140045069,86.38191744685173
Model_42_0.0001,epoch_4,0.6156822084783405,16.88075158072269,0.0,13.37916050086288,85.7595831155777
Model_42_0.0001,epoch_4,1.0265055415007995,11.37624575124575,0.0,10.601503248562071,86.53006255626678
Model_42_0.0001,epoch_4,0.9319708197558323,13.250351516091733,1.9615384615384615,12.649910290650507,86.41077131032944
Model_42_0.0001,epoch_4,1.0140626950684222,9.329374604868026,0.7352941176470588,8.33592638691323,85.3645034134388
Model_42_0.0001,epoch_4,0.6040291822566811,14.867182217714669,0.0,13.40233008495752,86.2073004245758
Model_42_0.0001,epoch_0,2.073585341348199,14.44205954074375,4.206349206349206,12.823359073359075,86.41055151820183
Model_42_0.0001,epoch_0,1.2654255290754206,17.138144113950567,3.7466843501326266,13.55500646778236,86.19444072246552
Model_42_0.0001,epoch_0,1.0392765204997316,17.817460317460316,1.3888888888888888,17.817460317460316,86.40878573060036
Model_42_0.0001,epoch_0,2.6708846501352155,17.585436749273757,4.485980895880784,13.586122356283648,86.50245741009712
Model_42_0.0001,epoch_0,1.371935422884771,15.693591056494286,2.7777777777777777,15.660522273425501,86.0433280467987
Model_42_0.0001,epoch_0,1.331669763338049,16.859129274239628,2.2707991242474,14.884930313623013,87.40794956684113
Model_42_0.0001,epoch_0,0.6129851853043687,10.369909502262441,0.0,8.359351432880844,85.26359871029854
Model_42_0.0001,epoch_0,1.0211334386911841,14.600405583852105,1.5565134099616857,11.300933786078097,86.9180515408516
Model_42_0.0001,epoch_1,2.7892073773578567,18.11800666212431,3.944099378881987,16.142005450828982,86.72108724713326
Model_42_0.0001,epoch_1,1.3739840982979294,18.586167575138163,3.717948717948718,14.301860947081535,86.20544523000717
Model_42_0.0001,epoch_1,1.5376223773102076,16.74623831976773,3.6234928754110336,14.544121044121045,86.44373342394829
Model_42_0.0001,epoch_1,2.602356154791158,15.361276455026458,4.285714285714286,12.307112208026842,86.74462586641312
Model_42_0.0001,epoch_1,1.0539152959035765,8.987439221814222,0.8333333333333334,7.489590927090928,86.75774931907654
Model_42_0.0001,epoch_1,2.2514442372846295,13.453618453618454,3.5869565217391304,12.25204821546285,87.02815100550652
Model_42_0.0001,epoch_1,0.5466638460219666,10.318955744321187,0.8928571428571428,9.457882837427439,86.05826646089554
Model_42_0.0001,epoch_1,0.6297851297055523,12.873774509803921,0.0,9.734617985125086,86.83787062764168
Model_42_0.0001,epoch_2,1.380838324041711,21.53599819693273,3.717948717948718,16.472917796150718,86.46607175469398
Model_42_0.0001,epoch_2,0.6895444816561682,19.028182620598148,0.0,14.28540343844737,86.18037849664688
Model_42_0.0001,epoch_2,2.65852101978038,13.429487179487182,3.6756756756756754,12.508220337167705,86.97450757026672
Model_42_0.0001,epoch_2,1.4189823384129907,19.00265688259109,3.0775418275418276,14.530448717948719,87.05929890275002
Model_42_0.0001,epoch_2,5.876804192150634,21.603635723595403,5.999999999999999,15.926139757792985,85.88292896747589
Model_42_0.0001,epoch_2,3.3966768987135993,19.80907384133191,4.25,16.665309004018685,86.89878508448601
Model_42_0.0001,epoch_2,1.080288545939036,13.133902387934645,0.8333333333333334,12.44923931816128,87.24504336714745
Model_42_0.0001,epoch_2,0.6095150190659534,14.652460840658103,0.8928571428571428,12.194050033806626,86.42079532146454
Model_42_0.0001,epoch_3,1.5556887009999811,21.054583857003205,3.7466843501326257,14.721799197605648,86.38480231165886
Model_42_0.0001,epoch_3,1.0724946104327218,14.682782329841151,0.7142857142857142,14.007403897109777,87.546806037426
Model_42_0.0001,epoch_3,0.9658391519560201,14.681875510363884,1.9615384615384615,13.977790082441247,85.72886511683464
Model_42_0.0001,epoch_3,1.3671285722577011,22.592612925804776,2.9615384615384612,18.533475568704773,86.15688234567642
Model_42_0.0001,epoch_3,1.870165859715767,22.096977842945588,3.3326572008113593,18.086442380797223,86.98659166693687
Model_42_0.0001,epoch_3,0.5895071444442429,8.416603821015586,0.0,7.382119514472454,84.69263687729836
Model_42_0.0001,epoch_3,1.1792678127688425,15.019017943094552,1.5165441176470589,10.898197662903547,85.60249581933022
Model_42_0.0001,epoch_3,0.5228077018614861,8.21923597025017,0.78125,7.48394185260311,85.60393154621124
